"","x"
"103",12.5159268924899
"104",3.5750680891949
"105",1.62103449515373
"106",0.724436723473114
"107",11.0931004031525
"108",4.42089250522795
"109",15.2929668302353
"110",6.43866708499815
"111",5.66786670588861
"112",1.07187062568572
"113",13.5427303586045
"114",2.98331694964218
"115",5.51812329467716
"116",10.6839434119837
"117",13.6336846146391
"118",7.35594994564819
"119",5.32475232751731
"120",4.95815888854089
"121",5.53478405247542
"122",2.41591529703075
"123",3.39164313115868
"124",11.6490639709238
"125",17.7143866935434
"126",2.68988460298991
"127",3.44231550321179
"128",11.4816463046927
"129",1.27114357499666
"130",2.65022094829335
"131",4.4724227975484
"132",6.58159158690378
"133",11.3359616017923
"134",7.75650986322818
"135",5.33072432277356
"136",12.5681229680282
"137",1.91693097610466
"138",8.81932729667916
"139",10.562708671955
"140",1.23836397273177
"141",7.44515049239426
"142",5.71918833181851
"143",4.76075347921569
"144",2.37145199488806
"145",2.11909891886005
"146",13.3363469479804
"147",9.79239078988334
"148",17.7961452720087
"149",10.9065410792994
"150",12.8315056180396
"151",3.3029131324645
"152",11.5680911936757
"153",5.61785315152178
"154",5.53035550368679
"155",11.5361081354741
"156",2.46243130128071
"157",12.3907570467769
"158",5.64103473612435
"159",11.9674031450881
"160",3.31286611649033
"161",7.73819088206683
"162",4.96397576584442
"163",12.5716276473649
"164",2.84234841543085
"165",11.7878211197825
"166",5.45972866010437
"167",10.9378149885886
"168",5.97943843568264
"169",16.3459831318632
"170",9.94482581592965
"171",2.77794932751361
"172",3.72551129935767
"173",1.57229636741275
"174",6.89434238643449
"175",7.98786079482011
"176",4.74819293523873
"177",13.3374012263654
"178",3.29166234508596
"179",15.1838720729195
"180",5.30624235851625
"181",7.16302831118508
"182",8.9969404343752
"183",2.80591218910778
"184",14.542038189905
"185",3.4694674793177
"186",6.7422168046164
"187",6.63100597898454
"188",13.3342629709355
"189",7.60967842444525
"190",6.28640859620729
"191",2.22207293486618
"192",13.2022298684214
"193",2.30076613886615
"194",10.6096997246009
"195",1.48177985492843
"196",9.91418455741241
"197",1.6724561630086
"198",5.46210448716125
"199",10.5861440957702
"200",7.68597903670797
"201",5.03547006125093
"202",7.36729927589407
"203",6.68086201838785
"204",1.5098055014277
"205",9.28544938594224
"206",8.29779723063878
"207",8.80093478877713
"208",9.85274985474436
"209",5.37642120369402
"210",6.83072170911568
"211",4.12965309191671
"212",8.98101129881624
"213",5.62681355655118
"214",21.5959363446625
"215",2.58664565186968
"216",2.299946663509
"217",3.66720279967206
"218",7.54990967666123
"219",1.32029730163742
"220",8.93818892581952
"221",11.5216213844169
"222",2.47007962448905
"223",9.09608141575881
"224",3.13832739791739
"225",1.01018760707891
"226",5.54996962088731
"227",6.29621732882968
"228",6.23450236679387
"229",6.30435786815946
"230",6.34555820963894
"231",4.30624073970863
"232",8.65138572560647
"233",2.5539686048064
"234",4.59644982706096
"235",27.0999273463617
"236",3.29465790984555
"237",17.9876392732333
"238",7.57170477274311
"239",8.95603270602651
"240",3.64151604270638
"241",2.6690605471845
"242",10.0474747214784
"243",16.5776688277169
"244",6.88294744705493
"245",12.2520770587321
"246",4.64029812301895
"247",5.2523718864015
"248",10.1132429227475
"249",4.6672058801359
"250",5.34000426629603
"251",15.9089608851782
"252",11.7463318050772
"253",4.62281320157049
"254",14.1576941724076
"255",7.84360742360402
"256",0.517584117085178
"257",9.14490309636172
"258",3.64215183942445
"259",6.30155494181485
"260",10.3118259476159
"261",5.43935533907288
"262",0.550801890916502
"263",1.78184301570757
"264",1.3953049818086
"265",15.0979003664053
"266",10.5538240910243
"267",0.979138480346757
"268",9.25061068022984
"269",12.8147123993939
"270",5.17902351632686
"271",7.94786321001806
"272",4.27666186062993
"273",6.54142683181355
"274",4.70140290064337
"275",3.17393132033291
"276",8.55009079860566
"277",9.7078678912195
"278",9.33297980489754
"279",9.0412817541143
"280",5.26650204794293
"281",13.6193415691016
"282",4.22234243667076
"283",3.25266778476662
"284",4.97094603242755
"285",8.58944398018121
"286",9.89746646354896
"287",3.33707094045482
"288",0.351239382896186
"289",5.82976161512289
"290",6.47238321149456
"291",7.01953645374167
"292",1.23199219188113
"293",3.10442690861571
"294",4.9226312569504
"295",11.5595378470132
"296",6.1394497155857
"297",2.34285965200439
"298",2.70810984679226
"299",6.3759313418423
"300",1.85388042637989
"301",8.5230336669464
"302",2.2913646373179
"303",4.97694202353458
"304",8.57795757044627
"305",5.68641848672902
"306",26.6233750242206
"307",22.4346508878233
"308",17.7511927419967
"309",2.14425346707126
"310",12.5139351520568
"311",5.34357630144893
"312",7.8231834781831
"313",16.168628184173
"314",2.97962947659525
"315",5.18611668861323
"316",4.09928834118643
"317",4.77529675464013
"318",4.34218577696779
"319",7.68843583910126
"320",0.882925492245414
"321",0.772647132650188
"322",3.82999942108006
"323",9.27652202386087
"324",10.5829299070889
"325",9.65000032376197
"326",0.852058587708607
"327",8.49674615505701
"328",2.29052160535856
"329",6.24028923349932
"330",1.05015948756045
"331",4.14627277699196
"332",4.6249619571709
"333",1.0254345210987
"334",19.0800514996257
"335",12.3187169117045
"336",5.40157144988918
"337",12.2161952443412
"338",8.44936394850371
"339",10.5745798041865
"340",3.04230805447308
"341",11.195323663898
"342",3.83280328077292
"343",8.58140222277223
"344",16.7512787396159
"345",10.7694631548611
"346",2.27695392803961
"347",3.65238415067443
"348",3.5550357550355
"349",8.51843693975532
"350",11.9266855556026
"351",1.10986043375801
"352",8.20100321155832
"353",2.64905433925922
"354",8.50368696905616
"355",35.4453939081888
"356",3.46229057659107
"357",4.05537049864708
"358",4.46745281329038
"359",4.82884520933594
"360",6.94874757605589
"361",8.03141359734338
"362",5.23565855094127
"363",11.4552105108691
"364",6.73870462426325
"365",5.99949985014294
"366",4.05416716758359
"367",13.8937943886548
"368",6.27091196208002
"369",5.53158997636736
"370",4.90784105883658
"371",16.7497707308022
"372",19.4471235370431
"373",2.66359735097998
"374",5.27907786071787
"375",10.8381063715709
"376",5.78560601959372
"377",4.24805434010088
"378",4.13649245437621
"379",24.4765992086725
"380",3.91239734322933
"381",3.32055770774297
"382",14.5362395948298
"383",6.10209332353241
"384",18.7726546869598
"385",1.53268252782374
"386",11.0887367887718
"387",8.61698021601867
"388",0.316010591576991
"389",10.702914327446
"390",9.19882923643211
"391",6.90160785242917
"392",2.09370394599917
"393",7.95941667806128
"394",13.0031497626008
"395",8.17898734822372
"396",9.97399405627307
"397",1.81949515581672
"398",2.61896480913124
"399",9.71561310341002
"400",3.8049921648074
"401",23.6955991533159
"402",1.83823421572538
"403",3.29045152625256
"404",1.79862178263168
"405",14.0281175918072
"406",6.24276996933769
"407",4.73968251661533
"408",14.2751262123564
"409",5.65756082356846
"410",9.1784807662908
"411",17.1203425342377
"412",2.90718173111116
"413",10.130640433927
"414",10.9449058851365
"415",5.48741398930327
"416",3.76895961156238
"417",15.2033356545865
"418",8.29567624070435
"419",16.7376690583758
"420",3.85141330425213
"421",8.30926156581082
"422",4.39744004262888
"423",7.61073992720327
"424",4.233687146517
"425",17.6832107646141
"426",3.92958721403742
"427",10.4139661999739
"428",4.51619499834636
"429",4.11656348779614
"430",3.53012544773405
"431",1.59498689070469
"432",6.82515144201895
"433",3.27603484618494
"434",6.46638841561056
"435",14.77750335416
"436",3.42280576712554
"437",3.41588370547705
"438",9.18398351089702
"439",2.42285498726142
"440",5.94149077648393
"441",25.5816548991336
"442",0.825643262950778
"443",12.9977178140517
"444",3.14599246343088
"445",11.6784441932909
"446",1.3854731440539
"447",20.6294155684341
"448",12.2321258602968
"449",3.86411340415533
"450",11.0002147507673
"451",25.2465811231896
"452",3.03172999328165
"453",2.29741668871853
"454",4.22432459564723
"455",7.93375766953177
"456",2.58650917988783
"457",8.38544957900174
"458",12.4508475529122
"459",14.408160615356
"460",13.7330380453277
"461",1.96473408987626
"462",10.6998817080196
"463",8.49985033315212
"464",8.16016482233047
"465",21.9230807722365
"466",9.20439764537579
"467",3.34835441491598
"468",8.57994281758795
"469",7.97292995029449
"470",10.5749836163486
"471",4.2583664596155
"472",7.96430316522386
"473",9.23169277820193
"474",1.58597799152009
"475",6.47468459084405
"476",6.06317434313602
"477",8.71550761061124
"478",14.1507084165346
"479",22.6643088331418
"480",11.429242130592
"481",1.73231693061757
"482",7.39406241498171
"483",6.55898178313849
"484",19.5153433834881
"485",8.57891564976184
"486",10.6196050297752
"487",10.416885204576
"488",2.45942660378929
"489",18.1611323515401
"490",3.51105138668425
"491",7.55501249728783
"492",3.43509114987521
"493",10.6691648973346
"494",2.11824024400319
"495",1.71061832927715
"496",6.57292529852306
"497",16.5573932292715
"498",8.12571151399259
"499",24.5970945405044
"500",7.05634123929131
"501",10.8950301959522
"502",1.18975193406367
"503",10.4466396750891
"504",6.48657481576671
"505",1.95388047046393
"506",11.8330316405297
"507",15.6167474841159
"508",21.7392101819082
"509",17.311913328898
"510",4.63514325605458
"511",14.732128003
"512",19.8372596348118
"513",11.3741839894855
"514",12.7377620307601
"515",12.8402439724295
"516",0.875141970836739
"517",4.30602523077782
"518",5.50109817406523
"519",23.8908039043299
"520",8.43179078205655
"521",4.02665747640327
"522",4.3579455991456
"523",12.1134008641213
"524",25.0584745646575
"525",4.52376205969659
"526",4.71085666747311
"527",2.89364269220668
"528",0.726732830103197
"529",2.33132037102017
"530",14.2860090437803
"531",11.1452406167001
"532",14.7184460567405
"533",5.21175900922499
"534",8.78982815585718
"535",18.0885938829169
"536",4.15219803391722
"537",0.665699232272362
"538",9.79632242247989
"539",14.8938270126881
"540",10.1047945634219
"541",5.91453090166114
"542",5.44070675766637
"543",1.94268209349888
"544",2.5948346019331
"545",7.983166109186
"546",4.31481717052981
"547",7.78399355558424
"548",2.84638682745141
"549",3.75392857537826
"550",6.09484480947031
"551",7.06588473473583
"552",1.69233684831678
"553",9.5437781401229
"554",2.60130400322007
"555",4.18604100082794
"556",1.8828279632253
"557",4.80605949805514
"558",5.26198979147462
"559",2.33614962428931
"560",15.3890069684404
"561",17.4567760072493
"562",13.4631728702086
"563",5.79050858933741
"564",10.0770524955748
"565",10.8187376837194
"566",3.07692688229879
"567",2.41977474515418
"568",3.62166235312806
"569",13.5830627523482
"570",13.7802865462039
"571",5.0422583713414
"572",4.79434888703138
"573",5.70181461568581
"574",6.22393085400447
"575",5.24384599659816
"576",22.2400665264854
"577",14.7032114739436
"578",14.1035260672766
"579",2.54050930067739
"580",1.56351483857552
"581",8.39137403587567
"582",7.21793531200064
"583",24.5870926244159
"584",11.5219764180876
"585",6.25674974605329
"586",5.62336444416427
"587",7.9855623999722
"588",7.94047126976465
"589",20.3322022844504
"590",17.495145267712
"591",12.0136064686493
"592",8.54774605659365
"593",3.56360555450138
"594",4.36062752852634
"595",10.944168833114
"596",8.03648758164045
"597",11.9701896508781
"598",1.26006666218816
"599",10.6066089450911
"600",9.71422153763666
"601",24.6439753523695
"602",11.7131663340425
"603",8.35164250548596
"604",17.4633095174851
"605",3.19627119541236
"606",3.72675319716224
"607",2.85809300627308
"608",4.32492930340274
"609",8.42187982317964
"610",5.43153259623518
"611",22.0559721384885
"612",4.33510987298959
"613",2.39790657382535
"614",14.8214350093885
"615",19.1517295979943
"616",9.8765506732489
"617",10.6865086654904
"618",6.39083346745667
"619",2.01533918144751
"620",3.17841671548536
"621",3.84073406631301
"622",13.1030110464756
"623",8.79977063876305
"624",5.76610674805813
"625",5.02511641984427
"626",11.9130753292628
"627",2.96872497481299
"628",2.3983924229354
"629",3.22300256321227
"630",11.7469404966487
"631",11.5627910270326
"632",9.4632994433045
"633",8.19104234137999
"634",0.71330380953913
"635",2.8030611917483
"636",8.17594661239742
"637",7.55661584227411
"638",2.52290450866865
"639",17.8403521081619
"640",1.07686906116915
"641",8.18779696623321
"642",12.3751388599642
"643",5.84351610568046
"644",7.37554873773456
"645",12.7938318701274
"646",2.37636895926943
"647",2.77906609057098
"648",5.28836118240035
"649",0.738252025323966
"650",3.77464251887278
"651",2.77638352758729
"652",14.3529569862063
"653",4.39257163603213
"654",1.39244151702615
"655",4.3081099663424
"656",2.4193757036204
"657",6.80263649988364
"658",9.19881278122593
"659",0.678940504840725
"660",5.99338349003804
"661",2.20353404834704
"662",3.60957280963672
"663",5.72858778895352
"664",1.61123279410935
"665",1.18556179914518
"666",0.725978828657703
"667",2.92471990461838
"668",3.33886134930967
"669",7.30147140339862
"670",8.35498791765397
"671",13.3411398647507
"672",13.8605408134703
"673",6.66721224111327
"674",2.67097367551353
"675",6.64586893969779
"676",13.5590093851465
"677",2.0254838952747
"678",11.3616175791901
"679",3.48543254476405
"680",9.56080866801591
"681",3.04899373306616
"682",13.5344586600772
"683",3.14912279450098
"684",0.837398622106693
"685",14.5271626439138
"686",6.29638339681919
"687",6.40741656403349
"688",7.0139102304142
"689",9.35966012645979
"690",6.11583208390129
"691",10.3851547399571
"692",3.59221583660117
"693",9.28691304935707
"694",7.90182986563194
"695",20.0591830380224
"696",5.33395243210863
"697",5.25068007731906
"698",5.75476043577357
"699",11.0001430624019
"700",4.87982644885326
"701",4.45918000797092
"702",4.97083750343281
"703",10.2391430597361
"704",9.94512778010368
"705",9.73354889040081
"706",14.089617348926
"707",23.1853108594987
"708",12.6407051524154
"709",14.3536151587477
"710",3.41306732359612
"711",2.01479499644887
"712",2.74706709739733
"713",6.31207875010481
"714",3.76173154916621
"715",7.92092180195301
"716",2.91765386178281
"717",14.5235442475599
"718",5.32120547534273
"719",1.92298401177949
"720",5.20238217308924
"721",5.48816106113179
"722",12.0774505790796
"723",2.45784435208165
"724",14.7482255296651
"725",2.27146336111695
"726",18.3323575447292
"727",2.92308706136775
"728",9.96850439403233
"729",5.13814749464637
"730",0.379926098193954
"731",4.72287094001532
"732",2.25900665967697
"733",6.98979337803249
"734",2.47767872468589
"735",8.66736335649808
"736",10.0143107206436
"737",3.43835644537858
"738",4.08317196822108
"739",3.6178382125269
"740",12.8783928610073
"741",7.13775900896642
"742",18.3377610639468
"743",5.17297057570762
"744",3.2690041161128
"745",2.22140323555113
"746",5.82191093977509
"747",9.07793400555
"748",3.11292078763715
"749",4.70955689773817
"750",6.229301911922
"751",8.80063598473325
"752",4.17143174716812
"753",0.548701566134469
"754",9.86551610103254
"755",7.92856560164107
"756",2.58702878577188
"757",1.95456304596333
"758",4.30269156588811
"759",6.27352198397908
"760",3.76918199598939
"761",16.8970441434957
"762",9.61791801500973
"763",4.39238189553224
"764",8.88026643719069
"765",6.01497994447243
"766",9.33171366393549
"767",6.35501932509491
"768",23.7311756138055
"769",2.9793807537277
"770",12.7287988215525
"771",3.93689040104149
"772",16.4969840147605
"773",9.08982261465763
"774",26.9444614495567
"775",21.3813962816789
"776",5.09215516092464
"777",6.94135610635427
"778",8.36289213275543
"779",5.26635733448626
"780",1.80926236482526
"781",5.9694752048289
"782",5.85429461591325
"783",23.4130382906683
"784",8.36889138769516
"785",11.0423188284806
"786",7.62044810431304
"787",7.88989215716148
"788",24.2837753768346
"789",5.97726295760215
"790",1.76959572627446
"791",24.1463520182747
"792",3.55601782565244
"793",4.81386214787248
"794",9.92367601694987
"795",12.6789679160031
"796",3.75700043044424
"797",1.64608598912119
"798",3.50882351641255
"799",2.32377390090827
"800",14.5679407828496
"801",2.62447400737343
"802",5.6709917933855
"803",4.11496820997554
"804",7.55663441286397
"805",0.708020950931268
"806",7.01582688300104
"807",11.7252375696261
"808",6.6658253338046
"809",1.19789342952963
"810",3.04210787150883
"811",20.748601862646
"812",8.90926961760497
"813",2.09457982101593
"814",4.52651337405068
"815",2.20931900710575
"816",3.58832094048397
"817",11.8749532996778
"818",6.96592907892217
"819",6.23251336577366
"820",8.79928173909754
"821",3.90019240735242
"822",4.10960687624548
"823",0.315301924186245
"824",6.96877609840276
"825",11.0205784150041
"826",13.2118681632322
"827",7.30439539147047
"828",9.56830307684468
"829",6.38942857584228
"830",6.4970542462228
"831",4.41976330893151
"832",7.44638388051713
"833",11.0103539512938
"834",4.90035299568446
"835",5.70965038442421
"836",12.2636525411415
"837",12.1611075504718
"838",6.64212463977008
"839",6.88388175339468
"840",24.8951796055399
"841",6.06700636943212
"842",33.4288366577785
"843",3.66652737289977
"844",14.711148175659
"845",6.02470696765412
"846",8.82904449315069
"847",20.0083831465004
"848",18.1365452802249
"849",6.75901774108099
"850",3.33829460692895
"851",8.55953622112719
"852",2.90817731688372
"853",3.87726138817732
"854",3.85008121918478
"855",2.98758729552578
"856",5.80982437157004
"857",6.57203861690078
"858",1.03267615585773
"859",1.20033628166901
"860",10.6839001422139
"861",1.20663834552785
"862",8.65647680243562
"863",2.49411232434948
"864",3.21547831586892
"865",3.07946354451379
"866",28.6099740216354
"867",5.14936069364776
"868",0.8845411575939
"869",1.22543052566684
"870",32.831554857896
"871",7.23903021702295
"872",0.191822659199527
"873",4.03393240340055
"874",14.008904229691
"875",4.78967457478291
"876",2.68840956687001
"877",3.39159995927343
"878",10.1683394012628
"879",1.98432910568106
"880",10.5382873275477
"881",3.99703224162586
"882",16.767078511605
"883",7.07294452476943
"884",10.0016360748293
"885",2.79896790138812
"886",2.69013080299802
"887",13.8591995789027
"888",6.16097705518223
"889",1.19379050178259
"890",12.3776508585755
"891",6.09312098489915
"892",23.4136704317407
"893",1.0048039381136
"894",5.81746100870294
"895",4.06341818021781
"896",2.85530590954682
"897",2.53776588171432
"898",3.89136121066704
"899",10.6203184491861
"900",1.64343354063836
"901",8.03881638602868
"902",6.59604392147505
"903",7.45047336280624
"904",6.83150958841005
"905",5.69915512798731
"906",2.59224239998794
"907",11.5581986112402
"908",9.13951449828454
"909",8.54292730852799
"910",4.47394420175709
"911",3.81958970696464
"912",6.8154186654446
"913",1.77654842355054
"914",8.80566305835693
"915",12.6972653133646
"916",5.72567382159381
"917",1.4357641076378
"918",4.81430664742158
"919",4.02066542478807
"920",9.79931074153182
"921",2.90272963331316
"922",4.27658894775449
"923",10.5949594589702
"924",7.87654876309868
"925",4.88136297986613
"926",4.09128331434573
"927",30.2196872930281
"928",16.9364364785173
"929",0.740212052538662
"930",3.33843800696381
"931",4.3695004969121
"932",8.30257098757822
"933",4.3124715175762
"934",18.2492880868373
"935",6.03444882311876
"936",6.28862447739725
"937",21.6325046341391
"938",2.85538045114508
"939",6.60937553317072
"940",13.4073330885177
"941",11.8366833313794
"942",7.85622925295112
"943",9.81559258559484
"944",10.6026265006333
"945",10.1935168853138
"946",0.578346740204028
"947",11.0133549223411
"948",4.34308463914493
"949",2.46574872375729
"950",10.6794742733587
"951",22.2894768605866
"952",0.57737187200562
"953",23.1847923099395
"954",5.37106961636094
"955",0.89431606347764
"956",10.1619101402021
"957",11.7526701503221
"958",14.4668653681228
"959",15.6021792083467
"960",6.44621134362412
"961",1.73993376794535
"962",4.87523090187037
"963",7.81361986993052
"964",2.35387582183116
"965",4.23630577750369
"966",6.76598992344613
"967",3.50279655940056
"968",0.535676368269785
"969",9.8103014170006
"970",1.63264058704158
"971",1.4602783805904
"972",10.876803900542
"973",17.9745492717137
"974",9.01778685073129
"975",0.786410574060345
"976",7.72921334353995
"977",2.40709146926806
"978",7.13131998187124
"979",12.0507614229351
"980",11.2082112912084
"981",19.8510283641591
"982",20.4343578774226
"983",7.54462417453681
"984",7.5849947308286
"985",8.64981761822335
"986",5.04406493278376
"987",12.9750888123408
"988",8.93133884422146
"989",3.66094533321335
"990",1.27978337524054
"991",24.1400270361197
"992",6.11067065208424
"993",4.10567056693848
"994",7.2515674548605
"995",1.25684427246588
"996",9.32684104466358
"997",4.31135392353568
"998",8.52979714831762
"999",11.5240702816893
"1000",8.27366992550645
"1001",6.32736490417019
"1002",2.68309055457885
"1003",22.9889748568437
"1004",6.1542140227713
"1005",2.9808969219102
"1006",1.5706797054846
"1007",3.9057410185193
"1008",0.680979336934549
"1009",7.28430828823111
"1010",2.6398735033632
"1011",1.82183949901441
"1012",15.416668450213
"1013",9.6811634563108
"1014",1.79026474224284
"1015",2.96135663099302
"1016",4.50766924197407
"1017",6.61704055059337
"1018",7.00136616518241
"1019",3.19829515828096
"1020",5.21782838384153
"1021",7.51620037967951
"1022",5.38581359243706
"1023",6.78859874323075
"1024",16.9600545046484
"1025",4.58931057666949
"1026",27.4159614365331
"1027",5.42128685908619
"1028",2.77825206514042
"1029",3.1887443253288
"1030",4.84798218292964
"1031",1.5561194629828
"1032",7.2962079485024
"1033",17.5382852720716
"1034",14.328141906651
"1035",12.491753258822
"1036",0.231669247276319
"1037",21.3865416725962
"1038",29.269249511182
"1039",5.77834955842953
"1040",6.38683819496276
"1041",6.93337698889087
"1042",6.31155785004861
"1043",4.17309871761381
"1044",16.1512382336425
"1045",13.8328860048636
"1046",1.96473652649866
"1047",6.96315758665114
"1048",4.49344544437729
"1049",4.56986292623865
"1050",0.91187824482911
"1051",35.5591939095161
"1052",2.575997601379
"1053",12.582528942619
"1054",9.82579788260111
"1055",9.19688516625872
"1056",10.9667433610851
"1057",4.38971649439386
"1058",3.9619693426734
"1059",2.7666911181545
"1060",8.56250910425024
"1061",10.1452137544638
"1062",6.62223550662175
"1063",3.79967691789346
"1064",5.13528816316565
"1065",3.41596691521164
"1066",2.1480164918008
"1067",23.4246876987892
"1068",1.92207798415548
"1069",6.80408606291965
"1070",3.90204724623306
"1071",5.58648894576451
"1072",5.11123853066813
"1073",7.05841115940224
"1074",9.55530823492933
"1075",0.365603272390155
"1076",11.5322970456526
"1077",2.08598601404085
"1078",11.6696182773534
"1079",14.2798733541322
"1080",10.0113478570537
"1081",5.48219200937678
"1082",13.8649288257777
"1083",4.02013332571353
"1084",15.6623028171541
"1085",6.01094379032263
"1086",14.4119656362866
"1087",12.3174183644641
"1088",6.34105899998966
"1089",10.5971468512778
"1090",2.05654629148827
"1091",11.0646336006432
"1092",1.39483207188147
"1093",4.63644854836729
"1094",4.29009313408928
"1095",3.67917796362834
"1096",3.65673768162819
"1097",0.679750522730736
"1098",5.21974380018202
"1099",17.5286374594268
"1100",1.27924530489372
"1101",22.3702925277603
"1102",4.45147118009888
"1103",8.53942816995889
"1104",5.68692701975696
"1105",12.667928809166
"1106",6.08482032492493
"1107",10.5977712022407
"1108",3.52753427697385
"1109",13.0975573556438
"1110",36.1477022212908
"1111",12.825840552761
"1112",10.557020864126
"1113",9.72510279553387
"1114",5.40010974539453
"1115",2.36847258009958
"1116",11.3450451861803
"1117",2.34460403063128
"1118",18.9099174237313
"1119",12.0455898232987
"1120",9.06125541542606
"1121",2.61165301769574
"1122",12.0500690652366
"1123",10.4988288832541
"1124",7.54725263148381
"1125",29.7331006525698
"1126",1.44856670702735
"1127",1.36207316523281
"1128",2.49030921033845
"1129",1.27887094268552
"1130",17.5937889566383
"1131",4.15079438617875
"1132",30.8275756166916
"1133",23.414336392467
"1134",4.67767663463051
"1135",5.49945567113594
"1136",9.37716620758599
"1137",6.14869929857795
"1138",9.71561998296862
"1139",1.81390452854175
"1140",4.15298204501618
"1141",0.813295329294417
"1142",8.51362535332736
"1143",7.38903703418098
"1144",5.98680039200116
"1145",0.922913379932539
"1146",2.75501174682925
"1147",11.1226917037188
"1148",9.4714370674518
"1149",12.3862898434769
"1150",2.05337735386644
"1151",1.51019935160138
"1152",8.75938846675335
"1153",4.95343344739351
"1154",3.07578174088167
"1155",3.46275009198235
"1156",4.12081997238365
"1157",5.59042536810244
"1158",10.4890703020057
"1159",13.288778524046
"1160",7.09731050451832
"1161",2.1467911961272
"1162",2.47985164103026
"1163",0.537343899540538
"1164",9.5603393814854
"1165",4.77703926228939
"1166",13.9206974534603
"1167",10.4497667478794
"1168",3.90256444688062
"1169",13.8130567351278
"1170",1.51473471011475
"1171",6.99591933444671
"1172",10.0297759474386
"1173",9.41985883951273
"1174",11.0120737999777
"1175",7.89099634152396
"1176",4.80403312700225
"1177",4.56990364658135
"1178",4.14356094231391
"1179",33.8509512821092
"1180",1.41374126579849
"1181",2.92643244568801
"1182",1.7319551853474
"1183",18.9986584849857
"1184",12.8449204897368
"1185",5.35114913740796
"1186",7.0578451781436
"1187",0.629553407424619
"1188",2.27443443622491
"1189",5.58231345269912
"1190",9.47411865139429
"1191",1.18734951942613
"1192",16.6768243106633
"1193",11.8719130981295
"1194",4.44984808473901
"1195",7.65051047150023
"1196",3.94057844459768
"1197",4.08748225541428
"1198",19.9406248899897
"1199",1.61699210417626
"1200",4.7666871052063
"1201",18.5028952245059
"1202",6.00173514431399
"1203",5.30988313339745
"1204",5.3963552257061
"1205",1.77579942055409
"1206",15.5170459292296
"1207",2.52797186965507
"1208",1.55791291685752
"1209",1.68550895328548
"1210",30.2095851903542
"1211",2.736783123739
"1212",7.59570537836817
"1213",8.0192002238878
"1214",0.994939336357583
"1215",9.20149137367011
"1216",10.7971251724947
"1217",5.05512632662023
"1218",4.65125273033487
"1219",10.7215778191909
"1220",18.9344392320425
"1221",12.6575133372817
"1222",0.897372823897845
"1223",9.6285384995955
"1224",15.9065461663637
"1225",10.4027460679441
"1226",2.73683101224146
"1227",6.80292506036446
"1228",9.537890864057
"1229",5.37315121259522
"1230",13.0327607580532
"1231",7.1775414881518
"1232",4.63108479905401
"1233",6.11782554226192
"1234",6.64779449458315
"1235",9.47763901451779
"1236",1.25418924189272
"1237",2.95018434544285
"1238",7.42504448063829
"1239",2.3579079354071
"1240",11.6748332710374
"1241",18.2431162794032
"1242",10.4827065373149
"1243",1.81696878360764
"1244",16.1524276104578
"1245",24.0494930478
"1246",8.6653888636999
"1247",15.6854007680583
"1248",13.9866913413125
"1249",12.509465879906
"1250",11.173206090831
"1251",4.24499088461629
"1252",2.63978942840458
"1253",6.35736800816941
