   K    	  n/K   	Asymptotic Efficient
     2  	  2226  	        True        
     2  	  2227  	        True        
     2  	  2228  	        True        
     2  	  2229  	        True        
     2  	  2230  	        True        
     2  	  2231  	        True        
     2  	  2232  	        True        
     2  	  2233  	        True        
     2  	  2234  	        True        
     2  	  2235  	        True        
     2  	  2236  	        True        
     2  	  2237  	        True        
     2  	  2238  	        True        
     2  	  2239  	        True        
     2  	  2240  	        True        
     2  	  2241  	        True        
     2  	  2242  	        True        
     2  	  2243  	        True        
     2  	  2244  	        True        
     2  	  2245  	        True        
     2  	  2246  	        True        
     2  	  2247  	        True        
     2  	  2248  	        True        
     2  	  2249  	        True        
     2  	  2250  	        True        
     2  	  2251  	        True        
     2  	  2252  	        True        
     2  	  2253  	        True        
     2  	  2254  	        True        
     2  	  2255  	        True        
     2  	  2256  	        True        
     2  	  2257  	        True        
     2  	  2258  	        True        
     2  	  2259  	        True        
     2  	  2260  	        True        
     2  	  2261  	        True        
     2  	  2262  	        True        
     2  	  2263  	        True        
     2  	  2264  	        True        
     2  	  2265  	        True        
     2  	  2266  	        True        
     2  	  2267  	        True        
     2  	  2268  	        True        
     2  	  2269  	        True        
     2  	  2270  	        True        
     2  	  2271  	        True        
     2  	  2272  	        True        
     2  	  2273  	        True        
     2  	  2274  	        True        
     2  	  2275  	        True        
     2  	  2276  	        True        
     2  	  2277  	        True        
     2  	  2278  	        True        
     2  	  2279  	        True        
     2  	  2280  	        True        
     2  	  2281  	        True        
     2  	  2282  	        True        
     2  	  2283  	        True        
     2  	  2284  	        True        
     2  	  2285  	        True        
     2  	  2286  	        True        
     2  	  2287  	        True        
     2  	  2288  	        True        
     2  	  2289  	        True        
     2  	  2290  	        True        
     2  	  2291  	        True        
     2  	  2292  	        True        
     2  	  2293  	        True        
     2  	  2294  	        True        
     2  	  2295  	        True        
     2  	  2296  	        True        
     2  	  2297  	        True        
     2  	  2298  	        True        
     2  	  2299  	        True        
     2  	  2300  	        True        
     2  	  2301  	        True        
     2  	  2302  	        True        
     2  	  2303  	        True        
     2  	  2304  	        True        
     2  	  2305  	        True        
     2  	  2306  	        True        
     2  	  2307  	        True        
     2  	  2308  	        True        
     2  	  2309  	        True        
     2  	  2310  	        True        
     2  	  2311  	        True        
     2  	  2312  	        True        
     2  	  2313  	        True        
     2  	  2314  	        True        
     2  	  2315  	        True        
     2  	  2316  	        True        
     2  	  2317  	        True        
     2  	  2318  	        True        
     2  	  2319  	        True        
     2  	  2320  	        True        
     2  	  2321  	        True        
     2  	  2322  	        True        
     2  	  2323  	        True        
     2  	  2324  	        True        
     2  	  2325  	        True        
     2  	  2326  	        True        
     2  	  2327  	        True        
     2  	  2328  	        True        
     2  	  2329  	        True        
     2  	  2330  	        True        
     2  	  2331  	        True        
     2  	  2332  	        True        
     2  	  2333  	        True        
     2  	  2334  	        True        
     2  	  2335  	        True        
     2  	  2336  	        True        
     2  	  2337  	        True        
     2  	  2338  	        True        
     2  	  2339  	        True        
     2  	  2340  	        True        
     2  	  2341  	        True        
     2  	  2342  	        True        
     2  	  2343  	        True        
     2  	  2344  	        True        
     2  	  2345  	        True        
     2  	  2346  	        True        
     2  	  2347  	        True        
     2  	  2348  	        True        
     2  	  2349  	        True        
     2  	  2350  	        True        
     2  	  2351  	        True        
     2  	  2352  	        True        
     2  	  2353  	        True        
     2  	  2354  	        True        
     2  	  2355  	        True        
     2  	  2356  	        True        
     2  	  2357  	        True        
     2  	  2358  	        True        
     2  	  2359  	        True        
     2  	  2360  	        True        
     2  	  2361  	        True        
     2  	  2362  	        True        
     2  	  2363  	        True        
     2  	  2364  	        True        
     2  	  2365  	        True        
     2  	  2366  	        True        
     2  	  2367  	        True        
     2  	  2368  	        True        
     2  	  2369  	        True        
     2  	  2370  	        True        
     2  	  2371  	        True        
     2  	  2372  	        True        
     2  	  2373  	        True        
     2  	  2374  	        True        
     2  	  2375  	        True        
     2  	  2376  	        True        
     2  	  2377  	        True        
     2  	  2378  	        True        
     2  	  2379  	        True        
     2  	  2380  	        True        
     2  	  2381  	        True        
     2  	  2382  	        True        
     2  	  2383  	        True        
     2  	  2384  	        True        
     2  	  2385  	        True        
     2  	  2386  	        True        
     2  	  2387  	        True        
     2  	  2388  	        True        
     2  	  2389  	        True        
     2  	  2390  	        True        
     2  	  2391  	        True        
     2  	  2392  	        True        
     2  	  2393  	        True        
     2  	  2394  	        True        
     2  	  2395  	        True        
     2  	  2396  	        True        
     2  	  2397  	        True        
     2  	  2398  	        True        
     2  	  2399  	        True        
     2  	  2400  	        True        
     2  	  2401  	        True        
     2  	  2402  	        True        
     2  	  2403  	        True        
     2  	  2404  	        True        
     2  	  2405  	        True        
     2  	  2406  	        True        
     2  	  2407  	        True        
     2  	  2408  	        True        
     2  	  2409  	        True        
     2  	  2410  	        True        
     2  	  2411  	        True        
     2  	  2412  	        True        
     2  	  2413  	        True        
     2  	  2414  	        True        
     2  	  2415  	        True        
     2  	  2416  	        True        
     2  	  2417  	        True        
     2  	  2418  	        True        
     2  	  2419  	        True        
     2  	  2420  	        True        
     2  	  2421  	        True        
     2  	  2422  	        True        
     2  	  2423  	        True        
     2  	  2424  	        True        
     2  	  2425  	        True        
     2  	  2426  	        True        
     2  	  2427  	        True        
     2  	  2428  	        True        
     2  	  2429  	        True        
     2  	  2430  	        True        
     2  	  2431  	        True        
     2  	  2432  	        True        
     2  	  2433  	        True        
     2  	  2434  	        True        
     2  	  2435  	        True        
     2  	  2436  	        True        
     2  	  2437  	        True        
     2  	  2438  	        True        
     2  	  2439  	        True        
     2  	  2440  	        True        
     2  	  2441  	        True        
     2  	  2442  	        True        
     2  	  2443  	        True        
     2  	  2444  	        True        
     2  	  2445  	        True        
     2  	  2446  	        True        
     2  	  2447  	        True        
     2  	  2448  	        True        
     2  	  2449  	        True        
     2  	  2450  	        True        
     2  	  2451  	        True        
     2  	  2452  	        True        
     2  	  2453  	        True        
     2  	  2454  	        True        
     2  	  2455  	        True        
     2  	  2456  	        True        
     2  	  2457  	        True        
     2  	  2458  	        True        
     2  	  2459  	        True        
     2  	  2460  	        True        
     2  	  2461  	        True        
     2  	  2462  	        True        
     2  	  2463  	        True        
     2  	  2464  	        True        
     2  	  2465  	        True        
     2  	  2466  	        True        
     2  	  2467  	        True        
     2  	  2468  	        True        
     2  	  2469  	        True        
     2  	  2470  	        True        
     2  	  2471  	        True        
     2  	  2472  	        True        
     2  	  2473  	        True        
     2  	  2474  	        True        
     2  	  2475  	        True        
     2  	  2476  	        True        
     2  	  2477  	        True        
     2  	  2478  	        True        
     2  	  2479  	        True        
     2  	  2480  	        True        
     2  	  2481  	        True        
     2  	  2482  	        True        
     2  	  2483  	        True        
     2  	  2484  	        True        
     2  	  2485  	        True        
     2  	  2486  	        True        
     2  	  2487  	        True        
     2  	  2488  	        True        
     2  	  2489  	        True        
     2  	  2490  	        True        
     2  	  2491  	        True        
     2  	  2492  	        True        
     2  	  2493  	        True        
     2  	  2494  	        True        
     2  	  2495  	        True        
     2  	  2496  	        True        
     2  	  2497  	        True        
     2  	  2498  	        True        
     2  	  2499  	        True        
     2  	  2500  	        True        
     1  	  2501  	        True        
     1  	  2502  	        True        
     1  	  2503  	        True        
     1  	  2504  	        True        
     1  	  2505  	        True        
     1  	  2506  	        True        
     1  	  2507  	        True        
     1  	  2508  	        True        
     1  	  2509  	        True        
     1  	  2510  	        True        
     1  	  2511  	        True        
     1  	  2512  	        True        
     1  	  2513  	        True        
     1  	  2514  	        True        
     1  	  2515  	        True        
     1  	  2516  	        True        
     1  	  2517  	        True        
     1  	  2518  	        True        
     1  	  2519  	        True        
     1  	  2520  	        True        
     1  	  2521  	        True        
     1  	  2522  	        True        
     1  	  2523  	        True        
     1  	  2524  	        True        
     1  	  2525  	        True        
     1  	  2526  	        True        
     1  	  2527  	        True        
     1  	  2528  	        True        
     1  	  2529  	        True        
     1  	  2530  	        True        
     1  	  2531  	        True        
     1  	  2532  	        True        
     1  	  2533  	        True        
     1  	  2534  	        True        
     1  	  2535  	        True        
     1  	  2536  	        True        
     1  	  2537  	        True        
     1  	  2538  	        True        
     1  	  2539  	        True        
     1  	  2540  	        True        
     1  	  2541  	        True        
     1  	  2542  	        True        
     1  	  2543  	        True        
     1  	  2544  	        True        
     1  	  2545  	        True        
     1  	  2546  	        True        
     1  	  2547  	        True        
     1  	  2548  	        True        
     1  	  2549  	        True        
     1  	  2550  	        True        
     1  	  2551  	        True        
     1  	  2552  	        True        
     1  	  2553  	        True        
     1  	  2554  	        True        
     1  	  2555  	        True        
     1  	  2556  	        True        
     1  	  2557  	        True        
     1  	  2558  	        True        
     1  	  2559  	        True        
     1  	  2560  	        True        
     1  	  2561  	        True        
     1  	  2562  	        True        
     1  	  2563  	        True        
     1  	  2564  	        True        
     1  	  2565  	        True        
     1  	  2566  	        True        
     1  	  2567  	        True        
     1  	  2568  	        True        
     1  	  2569  	        True        
     1  	  2570  	        True        
     1  	  2571  	        True        
     1  	  2572  	        True        
     1  	  2573  	        True        
     1  	  2574  	        True        
     1  	  2575  	        True        
     1  	  2576  	        True        
     1  	  2577  	        True        
     1  	  2578  	        True        
     1  	  2579  	        True        
     1  	  2580  	        True        
     1  	  2581  	        True        
     1  	  2582  	        True        
     1  	  2583  	        True        
     1  	  2584  	        True        
     1  	  2585  	        True        
     1  	  2586  	        True        
     1  	  2587  	        True        
     1  	  2588  	        True        
     1  	  2589  	        True        
     1  	  2590  	        True        
     1  	  2591  	        True        
     1  	  2592  	        True        
     1  	  2593  	        True        
     1  	  2594  	        True        
     1  	  2595  	        True        
     1  	  2596  	        True        
     1  	  2597  	        True        
     1  	  2598  	        True        
     1  	  2599  	        True        
     1  	  2600  	        True        
     1  	  2601  	        True        
     1  	  2602  	        True        
     1  	  2603  	        True        
     1  	  2604  	        True        
     1  	  2605  	        True        
     1  	  2606  	        True        
     1  	  2607  	        True        
     1  	  2608  	        True        
     1  	  2609  	        True        
     1  	  2610  	        True        
     1  	  2611  	        True        
     1  	  2612  	        True        
     1  	  2613  	        True        
     1  	  2614  	        True        
     1  	  2615  	        True        
     1  	  2616  	        True        
     1  	  2617  	        True        
     1  	  2618  	        True        
     1  	  2619  	        True        
     1  	  2620  	        True        
     1  	  2621  	        True        
     1  	  2622  	        True        
     1  	  2623  	        True        
     1  	  2624  	        True        
     1  	  2625  	        True        
     1  	  2626  	        True        
     1  	  2627  	        True        
     1  	  2628  	        True        
     1  	  2629  	        True        
     1  	  2630  	        True        
     1  	  2631  	        True        
     1  	  2632  	        True        
     1  	  2633  	        True        
     1  	  2634  	        True        
     1  	  2635  	        True        
     1  	  2636  	        True        
     1  	  2637  	        True        
     1  	  2638  	        True        
     1  	  2639  	        True        
     1  	  2640  	        True        
     1  	  2641  	        True        
     1  	  2642  	        True        
     1  	  2643  	        True        
     1  	  2644  	        True        
     1  	  2645  	        True        
     1  	  2646  	        True        
     1  	  2647  	        True        
     1  	  2648  	        True        
     1  	  2649  	        True        
     1  	  2650  	        True        
     1  	  2651  	        True        
     1  	  2652  	        True        
     1  	  2653  	        True        
     1  	  2654  	        True        
     1  	  2655  	        True        
     1  	  2656  	        True        
     1  	  2657  	        True        
     1  	  2658  	        True        
     1  	  2659  	        True        
     1  	  2660  	        True        
     1  	  2661  	        True        
     1  	  2662  	        True        
     1  	  2663  	        True        
     1  	  2664  	        True        
     1  	  2665  	        True        
     1  	  2666  	        True        
     1  	  2667  	        True        
     1  	  2668  	        True        
     1  	  2669  	        True        
     1  	  2670  	        True        
     1  	  2671  	        True        
     1  	  2672  	        True        
     1  	  2673  	        True        
     1  	  2674  	        True        
     1  	  2675  	        True        
     1  	  2676  	        True        
     1  	  2677  	        True        
     1  	  2678  	        True        
     1  	  2679  	        True        
     1  	  2680  	        True        
     1  	  2681  	        True        
     1  	  2682  	        True        
     1  	  2683  	        True        
     1  	  2684  	        True        
     1  	  2685  	        True        
     1  	  2686  	        True        
     1  	  2687  	        True        
     1  	  2688  	        True        
     1  	  2689  	        True        
     1  	  2690  	        True        
     1  	  2691  	        True        
     1  	  2692  	        True        
     1  	  2693  	        True        
     1  	  2694  	        True        
     1  	  2695  	        True        
     1  	  2696  	        True        
     1  	  2697  	        True        
     1  	  2698  	        True        
     1  	  2699  	        True        
     1  	  2700  	        True        
     1  	  2701  	        True        
     1  	  2702  	        True        
     1  	  2703  	        True        
     1  	  2704  	        True        
     1  	  2705  	        True        
     1  	  2706  	        True        
     1  	  2707  	        True        
     1  	  2708  	        True        
     1  	  2709  	        True        
     1  	  2710  	        True        
     1  	  2711  	        True        
     1  	  2712  	        True        
     1  	  2713  	        True        
     1  	  2714  	        True        
     1  	  2715  	        True        
     1  	  2716  	        True        
     1  	  2717  	        True        
     1  	  2718  	        True        
     1  	  2719  	        True        
     1  	  2720  	        True        
     1  	  2721  	        True        
     1  	  2722  	        True        
     1  	  2723  	        True        
     1  	  2724  	        True        
     1  	  2725  	        True        
     1  	  2726  	        True        
     1  	  2727  	        True        
     1  	  2728  	        True        
     1  	  2729  	        True        
     1  	  2730  	        True        
     1  	  2731  	        True        
     1  	  2732  	        True        
     1  	  2733  	        True        
     1  	  2734  	        True        
     1  	  2735  	        True        
     1  	  2736  	        True        
     1  	  2737  	        True        
     1  	  2738  	        True        
     1  	  2739  	        True        
     1  	  2740  	        True        
     1  	  2741  	        True        
     1  	  2742  	        True        
     1  	  2743  	        True        
     1  	  2744  	        True        
     1  	  2745  	        True        
     1  	  2746  	        True        
     1  	  2747  	        True        
     1  	  2748  	        True        
     1  	  2749  	        True        
     1  	  2750  	        True        
     1  	  2751  	        True        
     1  	  2752  	        True        
     1  	  2753  	        True        
     1  	  2754  	        True        
     1  	  2755  	        True        
     1  	  2756  	        True        
     1  	  2757  	        True        
     1  	  2758  	        True        
     1  	  2759  	        True        
     1  	  2760  	        True        
     1  	  2761  	        True        
     1  	  2762  	        True        
     1  	  2763  	        True        
     1  	  2764  	        True        
     1  	  2765  	        True        
     1  	  2766  	        True        
     1  	  2767  	        True        
     1  	  2768  	        True        
     1  	  2769  	        True        
     1  	  2770  	        True        
     1  	  2771  	        True        
     1  	  2772  	        True        
     1  	  2773  	        True        
     1  	  2774  	        True        
     1  	  2775  	        True        
     1  	  2776  	        True        
     1  	  2777  	        True        
     1  	  2778  	        True        
     1  	  2779  	        True        
     1  	  2780  	        True        
     1  	  2781  	        True        
     1  	  2782  	        True        
     1  	  2783  	        True        
     1  	  2784  	        True        
     1  	  2785  	        True        
     1  	  2786  	        True        
     1  	  2787  	        True        
     1  	  2788  	        True        
     1  	  2789  	        True        
     1  	  2790  	        True        
     1  	  2791  	        True        
     1  	  2792  	        True        
     1  	  2793  	        True        
     1  	  2794  	        True        
     1  	  2795  	        True        
     1  	  2796  	        True        
     1  	  2797  	        True        
     1  	  2798  	        True        
     1  	  2799  	        True        
     1  	  2800  	        True        
     1  	  2801  	        True        
     1  	  2802  	        True        
     1  	  2803  	        True        
     1  	  2804  	        True        
     1  	  2805  	        True        
     1  	  2806  	        True        
     1  	  2807  	        True        
     1  	  2808  	        True        
     1  	  2809  	        True        
     1  	  2810  	        True        
     1  	  2811  	        True        
     1  	  2812  	        True        
     1  	  2813  	        True        
     1  	  2814  	        True        
     1  	  2815  	        True        
     1  	  2816  	        True        
     1  	  2817  	        True        
     1  	  2818  	        True        
     1  	  2819  	        True        
     1  	  2820  	        True        
     1  	  2821  	        True        
     1  	  2822  	        True        
     1  	  2823  	        True        
     1  	  2824  	        True        
     1  	  2825  	        True        
     1  	  2826  	        True        
     1  	  2827  	        True        
     1  	  2828  	        True        
     1  	  2829  	        True        
     1  	  2830  	        True        
     1  	  2831  	        True        
     1  	  2832  	        True        
     1  	  2833  	        True        
     1  	  2834  	        True        
     1  	  2835  	        True        
     1  	  2836  	        True        
     1  	  2837  	        True        
     1  	  2838  	        True        
     1  	  2839  	        True        
     1  	  2840  	        True        
     1  	  2841  	        True        
     1  	  2842  	        True        
     1  	  2843  	        True        
     1  	  2844  	        True        
     1  	  2845  	        True        
     1  	  2846  	        True        
     1  	  2847  	        True        
     1  	  2848  	        True        
     1  	  2849  	        True        
     1  	  2850  	        True        
     1  	  2851  	        True        
     1  	  2852  	        True        
     1  	  2853  	        True        
     1  	  2854  	        True        
     1  	  2855  	        True        
     1  	  2856  	        True        
     1  	  2857  	        True        
     1  	  2858  	        True        
     1  	  2859  	        True        
     1  	  2860  	        True        
     1  	  2861  	        True        
     1  	  2862  	        True        
     1  	  2863  	        True        
     1  	  2864  	        True        
     1  	  2865  	        True        
     1  	  2866  	        True        
     1  	  2867  	        True        
     1  	  2868  	        True        
     1  	  2869  	        True        
     1  	  2870  	        True        
     1  	  2871  	        True        
     1  	  2872  	        True        
     1  	  2873  	        True        
     1  	  2874  	        True        
     1  	  2875  	        True        
     1  	  2876  	        True        
     1  	  2877  	        True        
     1  	  2878  	        True        
     1  	  2879  	        True        
     1  	  2880  	        True        
     1  	  2881  	        True        
     1  	  2882  	        True        
     1  	  2883  	        True        
     1  	  2884  	        True        
     1  	  2885  	        True        
     1  	  2886  	        True        
     1  	  2887  	        True        
     1  	  2888  	        True        
     1  	  2889  	        True        
     1  	  2890  	        True        
     1  	  2891  	        True        
     1  	  2892  	        True        
     1  	  2893  	        True        
     1  	  2894  	        True        
     1  	  2895  	        True        
     1  	  2896  	        True        
     1  	  2897  	        True        
     1  	  2898  	        True        
     1  	  2899  	        True        
     1  	  2900  	        True        
     1  	  2901  	        True        
     1  	  2902  	        True        
     1  	  2903  	        True        
     1  	  2904  	        True        
     1  	  2905  	        True        
     1  	  2906  	        True        
     1  	  2907  	        True        
     1  	  2908  	        True        
     1  	  2909  	        True        
     1  	  2910  	        True        
     1  	  2911  	        True        
     1  	  2912  	        True        
     1  	  2913  	        True        
     1  	  2914  	        True        
     1  	  2915  	        True        
     1  	  2916  	        True        
     1  	  2917  	        True        
     1  	  2918  	        True        
     1  	  2919  	        True        
     1  	  2920  	        True        
     1  	  2921  	        True        
     1  	  2922  	        True        
     1  	  2923  	        True        
     1  	  2924  	        True        
     1  	  2925  	        True        
     1  	  2926  	        True        
     1  	  2927  	        True        
     1  	  2928  	        True        
     1  	  2929  	        True        
     1  	  2930  	        True        
     1  	  2931  	        True        
     1  	  2932  	        True        
     1  	  2933  	        True        
     1  	  2934  	        True        
     1  	  2935  	        True        
     1  	  2936  	        True        
     1  	  2937  	        True        
     1  	  2938  	        True        
     1  	  2939  	        True        
     1  	  2940  	        True        
     1  	  2941  	        True        
     1  	  2942  	        True        
     1  	  2943  	        True        
     1  	  2944  	        True        
     1  	  2945  	        True        
     1  	  2946  	        True        
     1  	  2947  	        True        
     1  	  2948  	        True        
     1  	  2949  	        True        
     1  	  2950  	        True        
     1  	  2951  	        True        
     1  	  2952  	        True        
     1  	  2953  	        True        
     1  	  2954  	        True        
     1  	  2955  	        True        
     1  	  2956  	        True        
     1  	  2957  	        True        
     1  	  2958  	        True        
     1  	  2959  	        True        
     1  	  2960  	        True        
     1  	  2961  	        True        
     1  	  2962  	        True        
     1  	  2963  	        True        
     1  	  2964  	        True        
     1  	  2965  	        True        
     1  	  2966  	        True        
     1  	  2967  	        True        
     1  	  2968  	        True        
     1  	  2969  	        True        
     1  	  2970  	        True        
     1  	  2971  	        True        
     1  	  2972  	        True        
     1  	  2973  	        True        
     1  	  2974  	        True        
     1  	  2975  	        True        
     1  	  2976  	        True        
     1  	  2977  	        True        
     1  	  2978  	        True        
     1  	  2979  	        True        
     1  	  2980  	        True        
     1  	  2981  	        True        
     1  	  2982  	        True        
     1  	  2983  	        True        
     1  	  2984  	        True        
     1  	  2985  	        True        
     1  	  2986  	        True        
     1  	  2987  	        True        
     1  	  2988  	        True        
     1  	  2989  	        True        
     1  	  2990  	        True        
     1  	  2991  	        True        
     1  	  2992  	        True        
     1  	  2993  	        True        
     1  	  2994  	        True        
     1  	  2995  	        True        
     1  	  2996  	        True        
     1  	  2997  	        True        
     1  	  2998  	        True        
     1  	  2999  	        True        
     1  	  3000  	        True        
     1  	  3001  	        True        
     1  	  3002  	        True        
     1  	  3003  	        True        
     1  	  3004  	        True        
     1  	  3005  	        True        
     1  	  3006  	        True        
     1  	  3007  	        True        
     1  	  3008  	        True        
     1  	  3009  	        True        
     1  	  3010  	        True        
     1  	  3011  	        True        
     1  	  3012  	        True        
     1  	  3013  	        True        
     1  	  3014  	        True        
     1  	  3015  	        True        
     1  	  3016  	        True        
     1  	  3017  	        True        
     1  	  3018  	        True        
     1  	  3019  	        True        
     1  	  3020  	        True        
     1  	  3021  	        True        
     1  	  3022  	        True        
     1  	  3023  	        True        
     1  	  3024  	        True        
     1  	  3025  	        True        
     1  	  3026  	        True        
     1  	  3027  	        True        
     1  	  3028  	        True        
     1  	  3029  	        True        
     1  	  3030  	        True        
     1  	  3031  	        True        
     1  	  3032  	        True        
     1  	  3033  	        True        
     1  	  3034  	        True        
     1  	  3035  	        True        
     1  	  3036  	        True        
     1  	  3037  	        True        
     1  	  3038  	        True        
     1  	  3039  	        True        
     1  	  3040  	        True        
     1  	  3041  	        True        
     1  	  3042  	        True        
     1  	  3043  	        True        
     1  	  3044  	        True        
     1  	  3045  	        True        
     1  	  3046  	        True        
     1  	  3047  	        True        
     1  	  3048  	        True        
     1  	  3049  	        True        
     1  	  3050  	        True        
     1  	  3051  	        True        
     1  	  3052  	        True        
     1  	  3053  	        True        
     1  	  3054  	        True        
     1  	  3055  	        True        
     1  	  3056  	        True        
     1  	  3057  	        True        
     1  	  3058  	        True        
     1  	  3059  	        True        
     1  	  3060  	        True        
     1  	  3061  	        True        
     1  	  3062  	        True        
     1  	  3063  	        True        
     1  	  3064  	        True        
     1  	  3065  	        True        
     1  	  3066  	        True        
     1  	  3067  	        True        
     1  	  3068  	        True        
     1  	  3069  	        True        
     1  	  3070  	        True        
     1  	  3071  	        True        
     1  	  3072  	        True        
     1  	  3073  	        True        
     1  	  3074  	        True        
     1  	  3075  	        True        
     1  	  3076  	        True        
     1  	  3077  	        True        
     1  	  3078  	        True        
     1  	  3079  	        True        
     1  	  3080  	        True        
     1  	  3081  	        True        
     1  	  3082  	        True        
     1  	  3083  	        True        
     1  	  3084  	        True        
     1  	  3085  	        True        
     1  	  3086  	        True        
     1  	  3087  	        True        
     1  	  3088  	        True        
     1  	  3089  	        True        
     1  	  3090  	        True        
     1  	  3091  	        True        
     1  	  3092  	        True        
     1  	  3093  	        True        
     1  	  3094  	        True        
     1  	  3095  	        True        
     1  	  3096  	        True        
     1  	  3097  	        True        
     1  	  3098  	        True        
     1  	  3099  	        True        
     1  	  3100  	        True        
     1  	  3101  	        True        
     1  	  3102  	        True        
     1  	  3103  	        True        
     1  	  3104  	        True        
     1  	  3105  	        True        
     1  	  3106  	        True        
     1  	  3107  	        True        
     1  	  3108  	        True        
     1  	  3109  	        True        
     1  	  3110  	        True        
     1  	  3111  	        True        
     1  	  3112  	        True        
     1  	  3113  	        True        
     1  	  3114  	        True        
     1  	  3115  	        True        
     1  	  3116  	        True        
     1  	  3117  	        True        
     1  	  3118  	        True        
     1  	  3119  	        True        
     1  	  3120  	        True        
     1  	  3121  	        True        
     1  	  3122  	        True        
     1  	  3123  	        True        
     1  	  3124  	        True        
     1  	  3125  	        True        
     1  	  3126  	        True        
     1  	  3127  	        True        
     1  	  3128  	        True        
     1  	  3129  	        True        
     1  	  3130  	        True        
     1  	  3131  	        True        
     1  	  3132  	        True        
     1  	  3133  	        True        
     1  	  3134  	        True        
     1  	  3135  	        True        
     1  	  3136  	        True        
     1  	  3137  	        True        
     1  	  3138  	        True        
     1  	  3139  	        True        
     1  	  3140  	        True        
     1  	  3141  	        True        
     1  	  3142  	        True        
     1  	  3143  	        True        
     1  	  3144  	        True        
     1  	  3145  	        True        
     1  	  3146  	        True        
     1  	  3147  	        True        
     1  	  3148  	        True        
     1  	  3149  	        True        
     1  	  3150  	        True        
     1  	  3151  	        True        
     1  	  3152  	        True        
     1  	  3153  	        True        
     1  	  3154  	        True        
     1  	  3155  	        True        
     1  	  3156  	        True        
     1  	  3157  	        True        
     1  	  3158  	        True        
     1  	  3159  	        True        
     1  	  3160  	        True        
     1  	  3161  	        True        
     1  	  3162  	        True        
     1  	  3163  	        True        
     1  	  3164  	        True        
     1  	  3165  	        True        
     1  	  3166  	        True        
     1  	  3167  	        True        
     1  	  3168  	        True        
     1  	  3169  	        True        
     1  	  3170  	        True        
     1  	  3171  	        True        
     1  	  3172  	        True        
     1  	  3173  	        True        
     1  	  3174  	        True        
     1  	  3175  	        True        
     1  	  3176  	        True        
     1  	  3177  	        True        
     1  	  3178  	        True        
     1  	  3179  	        True        
     1  	  3180  	        True        
     1  	  3181  	        True        
     1  	  3182  	        True        
     1  	  3183  	        True        
     1  	  3184  	        True        
     1  	  3185  	        True        
     1  	  3186  	        True        
     1  	  3187  	        True        
     1  	  3188  	        True        
     1  	  3189  	        True        
     1  	  3190  	        True        
     1  	  3191  	        True        
     1  	  3192  	        True        
     1  	  3193  	        True        
     1  	  3194  	        True        
     1  	  3195  	        True        
     1  	  3196  	        True        
     1  	  3197  	        True        
     1  	  3198  	        True        
     1  	  3199  	        True        
     1  	  3200  	        True        
     1  	  3201  	        True        
     1  	  3202  	        True        
     1  	  3203  	        True        
     1  	  3204  	        True        
     1  	  3205  	        True        
     1  	  3206  	        True        
     1  	  3207  	        True        
     1  	  3208  	        True        
     1  	  3209  	        True        
     1  	  3210  	        True        
     1  	  3211  	        True        
     1  	  3212  	        True        
     1  	  3213  	        True        
     1  	  3214  	        True        
     1  	  3215  	        True        
     1  	  3216  	        True        
     1  	  3217  	        True        
     1  	  3218  	        True        
     1  	  3219  	        True        
     1  	  3220  	        True        
     1  	  3221  	        True        
     1  	  3222  	        True        
     1  	  3223  	        True        
     1  	  3224  	        True        
     1  	  3225  	        True        
     1  	  3226  	        True        
     1  	  3227  	        True        
     1  	  3228  	        True        
     1  	  3229  	        True        
     1  	  3230  	        True        
     1  	  3231  	        True        
     1  	  3232  	        True        
     1  	  3233  	        True        
     1  	  3234  	        True        
     1  	  3235  	        True        
     1  	  3236  	        True        
     1  	  3237  	        True        
     1  	  3238  	        True        
     1  	  3239  	        True        
     1  	  3240  	        True        
     1  	  3241  	        True        
     1  	  3242  	        True        
     1  	  3243  	        True        
     1  	  3244  	        True        
     1  	  3245  	        True        
     1  	  3246  	        True        
     1  	  3247  	        True        
     1  	  3248  	        True        
     1  	  3249  	        True        
     1  	  3250  	        True        
     1  	  3251  	        True        
     1  	  3252  	        True        
     1  	  3253  	        True        
     1  	  3254  	        True        
     1  	  3255  	        True        
     1  	  3256  	        True        
     1  	  3257  	        True        
     1  	  3258  	        True        
     1  	  3259  	        True        
     1  	  3260  	        True        
     1  	  3261  	        True        
     1  	  3262  	        True        
     1  	  3263  	        True        
     1  	  3264  	        True        
     1  	  3265  	        True        
     1  	  3266  	        True        
     1  	  3267  	        True        
     1  	  3268  	        True        
     1  	  3269  	        True        
     1  	  3270  	        True        
     1  	  3271  	        True        
     1  	  3272  	        True        
     1  	  3273  	        True        
     1  	  3274  	        True        
     1  	  3275  	        True        
     1  	  3276  	        True        
     1  	  3277  	        True        
     1  	  3278  	        True        
     1  	  3279  	        True        
     1  	  3280  	        True        
     1  	  3281  	        True        
     1  	  3282  	        True        
     1  	  3283  	        True        
     1  	  3284  	        True        
     1  	  3285  	        True        
     1  	  3286  	        True        
     1  	  3287  	        True        
     1  	  3288  	        True        
     1  	  3289  	        True        
     1  	  3290  	        True        
     1  	  3291  	        True        
     1  	  3292  	        True        
     1  	  3293  	        True        
     1  	  3294  	        True        
     1  	  3295  	        True        
     1  	  3296  	        True        
     1  	  3297  	        True        
     1  	  3298  	        True        
     1  	  3299  	        True        
     1  	  3300  	        True        
